,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,FILENAME,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dummy,dummy,dummy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,4,L,4,0.2356165945529937,0.6802764534950256,-3.496483259368688e-05,0.2604978382587433,0.6390724182128906,-0.0313737131655216,0.2806015610694885,0.5845807790756226,-0.0442629791796207,0.2920060157775879,0.534771203994751,-0.0511342994868755,0.2974818050861358,0.4976160526275635,-0.0532660707831382,0.2498555481433868,0.510855495929718,-0.0358816608786582,0.2473100870847702,0.430730789899826,-0.0527827218174934,0.2424749135971069,0.3877665400505066,-0.0686352476477623,0.2367872446775436,0.3513057231903076,-0.0820925161242485,0.2252370715141296,0.5196726322174072,-0.0322594977915287,0.2068995088338852,0.4342598021030426,-0.0578016526997089,0.1954511106014251,0.3919227123260498,-0.0781426951289177,0.1857657134532928,0.3564093112945556,-0.0945261120796203,0.2067616432905197,0.5408886075019836,-0.0311579704284667,0.1929118633270263,0.5104978084564209,-0.0659661740064621,0.2065844088792801,0.5549521446228027,-0.0715996921062469,0.2197803705930709,0.5846371054649353,-0.0699820071458816,0.1918161660432815,0.5690474510192871,-0.0325263254344463,0.1800784766674041,0.542320191860199,-0.0615380890667438,0.1921359747648239,0.56819748878479,-0.06861612200737,0.2039178907871246,0.5873204469680786,-0.0687626898288726
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4,4,L,4,0.2402301430702209,0.6777975559234619,-2.316175050509628e-05,0.2683270871639251,0.6336603164672852,-0.0249676257371902,0.2873764634132385,0.5772740840911865,-0.0369847007095813,0.2957543730735779,0.5270962119102478,-0.0465368442237377,0.3031958937644958,0.4911295771598816,-0.0552795715630054,0.2535503208637237,0.5039473176002502,-0.0281214844435453,0.2528173327445984,0.4338083267211914,-0.0453841537237167,0.2499067783355713,0.3921148777008056,-0.0596829764544963,0.2441800832748413,0.3528104424476623,-0.0717779546976089,0.2304146587848663,0.511094331741333,-0.0267252940684556,0.2175143510103225,0.4366364181041717,-0.0471680276095867,0.205460786819458,0.3926620483398437,-0.0625680461525917,0.1938829123973846,0.3534087836742401,-0.0766280442476272,0.2128863185644149,0.5349317789077759,-0.0283918417990207,0.1969614028930664,0.5012924075126648,-0.0557610280811786,0.2062324583530426,0.5410850644111633,-0.0620671287178993,0.2174413800239563,0.5730912685394287,-0.0627920851111412,0.1976065337657928,0.5689589381217957,-0.0316158309578895,0.1845872104167938,0.5415328145027161,-0.0549018308520317,0.1958637237548828,0.5662553310394287,-0.0630584806203842,0.2079929709434509,0.5899314284324646,-0.064977042376995
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4,4,L,4,0.2434351444244384,0.6706981062889099,-1.845805854827632e-05,0.272193431854248,0.6306100487709045,-0.0267563983798027,0.2922582924365997,0.5753797292709351,-0.0409779399633407,0.3013792335987091,0.5257764458656311,-0.0524832941591739,0.3092254400253296,0.4888062477111816,-0.0639245435595512,0.2602506279945373,0.5002506971359253,-0.0328991524875164,0.2598492503166199,0.4304923415184021,-0.053711537271738,0.256369799375534,0.3891439437866211,-0.0711491405963897,0.2504056394100189,0.3498940467834472,-0.0849411562085151,0.2372060120105743,0.5072302222251892,-0.0323282741010189,0.2235395908355713,0.4336027503013611,-0.0574405081570148,0.2108086198568344,0.3895976543426513,-0.0747950971126556,0.1989752054214477,0.3500605821609497,-0.0899469181895256,0.2196510881185531,0.5323882102966309,-0.0347124338150024,0.2024489939212799,0.496284157037735,-0.0655176043510437,0.2118865400552749,0.5317697525024414,-0.0756622403860092,0.2236166447401046,0.5627011060714722,-0.0787483975291252,0.2044648379087448,0.5672103762626648,-0.0386186130344867,0.1917992383241653,0.5443538427352905,-0.0660000070929527,0.2040207982063293,0.5665023326873779,-0.0770067796111106,0.2172523736953735,0.5885554552078247,-0.0807331278920173
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4,4,L,4,0.2465053349733352,0.6648308634757996,-6.1129549067118205e-06,0.2777716219425201,0.6274437308311462,-0.024506788700819,0.2985136210918426,0.5709561705589294,-0.0353800728917121,0.3076519072055816,0.52032071352005,-0.043818362057209,0.3165913224220276,0.4845035374164581,-0.0517031177878379,0.2668277621269226,0.4974349737167358,-0.0291033834218978,0.2668666541576385,0.4269025921821594,-0.0463206693530082,0.2643795609474182,0.3853157460689544,-0.0608838088810443,0.2593125998973846,0.3467565178871155,-0.0724549740552902,0.2435800582170486,0.5038121938705444,-0.0277387797832489,0.2298592627048492,0.429735392332077,-0.0509435720741748,0.2173570394515991,0.3860041499137878,-0.0665099248290062,0.205783724784851,0.3477445244789123,-0.0801699161529541,0.2258652150630951,0.5279433131217957,-0.0291527193039655,0.2096590399742126,0.4933760464191437,-0.058024201542139,0.2188421189785003,0.5306280255317688,-0.0670526102185249,0.2304425835609436,0.5629556775093079,-0.0689588636159896,0.210527628660202,0.5612570643424988,-0.0317101366817951,0.1984491795301437,0.5394338369369507,-0.0578544251620769,0.210107147693634,0.564428985118866,-0.0679436177015304,0.2228060960769653,0.5883339047431946,-0.0704290941357612
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4,4,L,4,0.2515059411525726,0.6578059196472168,-9.430324098502751e-06,0.2836005091667175,0.6221834421157837,-0.02134227193892,0.3046600520610809,0.5665421485900879,-0.0301788579672575,0.3148267865180969,0.5171622037887573,-0.0373657122254371,0.3246854543685913,0.4826158583164215,-0.0433552637696266,0.2731576561927795,0.4928991496562958,-0.0233329534530639,0.2740232944488525,0.4231815338134765,-0.0384677834808826,0.272563487291336,0.3820067048072815,-0.0503250025212764,0.2686660289764404,0.3447025418281555,-0.059573832899332,0.2496514320373535,0.4998258650302887,-0.0231813453137874,0.2360740751028061,0.4244623184204101,-0.0453149825334548,0.2245937287807464,0.3800323605537414,-0.0592759922146797,0.2140296697616577,0.3414583802223205,-0.0711552500724792,0.2315747737884521,0.5235246419906616,-0.0257140547037124,0.218388557434082,0.4909874498844147,-0.0532340295612812,0.2281554341316223,0.5295132398605347,-0.0597506128251552,0.2391408383846283,0.5613433718681335,-0.0594824701547622,0.2159517109394073,0.5558480024337769,-0.0297025330364704,0.2054740190505981,0.5313751697540283,-0.0542608015239238,0.2170601189136505,0.5560693740844727,-0.0628889799118042,0.2285961508750915,0.5795935392379761,-0.0640644058585167
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,4,4,L,4,0.2543098926544189,0.6510053873062134,6.1182258832559455e-06,0.2875723838806152,0.6210654377937317,-0.026312880218029,0.310488760471344,0.5664503574371338,-0.0377129055559635,0.3216087520122528,0.5167293548583984,-0.046538159251213,0.3330201506614685,0.4818765819072723,-0.0545016191899776,0.2807234525680542,0.4878602027893066,-0.0303463377058506,0.2821421325206756,0.4181909561157226,-0.0475361086428165,0.2807307839393616,0.3766551613807678,-0.0611566640436649,0.2768789231777191,0.3382700085639953,-0.0718214362859726,0.2566373944282532,0.4924688637256622,-0.0284677296876907,0.2440773397684097,0.4177018105983734,-0.0519217811524868,0.232845053076744,0.3729534745216369,-0.068112276494503,0.2226400077342987,0.334119975566864,-0.0819414630532264,0.2379837781190872,0.5148232579231262,-0.0297045912593603,0.2257543802261352,0.4843749701976776,-0.0597815066576004,0.2344867289066314,0.5248367190361023,-0.0685861408710479,0.2446656376123428,0.5579688549041748,-0.0697513967752456,0.2219270318746566,0.5461015701293945,-0.0325275436043739,0.2126269489526748,0.52596515417099,-0.0598911345005035,0.2231726050376892,0.553245484828949,-0.0702183246612548,0.2338199019432068,0.5770344734191895,-0.0726409554481506
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,4,4,L,4,0.2578442096710205,0.6432650089263916,1.7018639482557774e-05,0.29099041223526,0.6153247356414795,-0.0254609324038028,0.3145796060562134,0.5619962811470032,-0.0361567214131355,0.3272624313831329,0.5129181742668152,-0.0446636714041233,0.3404518961906433,0.4795840084552765,-0.0518896654248237,0.2862853109836578,0.4809767603874206,-0.0294671710580587,0.2898470163345337,0.4112913906574249,-0.0452213250100612,0.2894161343574524,0.3698431849479675,-0.0555742532014846,0.286620557308197,0.3317011594772339,-0.0637053921818733,0.2619566917419433,0.4854069352149963,-0.0282929092645645,0.2503633797168731,0.4092946648597717,-0.0522383861243724,0.2400335222482681,0.3635920882225036,-0.0666518434882164,0.23084656894207,0.3246527910232544,-0.078731819987297,0.2429404556751251,0.5077041983604431,-0.0302860829979181,0.2317307144403457,0.4798364341259002,-0.061794139444828,0.2407916933298111,0.5210844278335571,-0.0683359876275062,0.2506282329559326,0.5536521077156067,-0.0670459121465683,0.2267119884490966,0.5391362905502319,-0.0340466387569904,0.2176809608936309,0.5187597274780273,-0.0605020672082901,0.2284303307533264,0.5467574000358582,-0.0690801441669464,0.2391542792320251,0.5699691772460938,-0.0700055658817291
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,4,4,L,4,0.2609275877475738,0.6363789439201355,2.0650675651268106e-05,0.294698417186737,0.6101548671722412,-0.027025306597352,0.3191809058189392,0.5573978424072266,-0.0379044786095619,0.33310467004776,0.5087317228317261,-0.0464511550962924,0.3470371961593628,0.4750840961933136,-0.0539104975759983,0.2922369539737701,0.4745615720748901,-0.0306063815951347,0.2967476546764374,0.4045420885086059,-0.0468484945595264,0.2969484627246856,0.362802505493164,-0.0576234497129917,0.2948482930660248,0.3237903714179992,-0.0662076845765113,0.2676810324192047,0.4783658683300018,-0.0288339834660291,0.2576413154602051,0.402041494846344,-0.0532735846936702,0.2481727302074432,0.356180191040039,-0.067924678325653,0.2398722022771835,0.3164304792881012,-0.0797939971089363,0.2482655346393585,0.4999898076057434,-0.0304686184972524,0.2372490316629409,0.4724697768688202,-0.0635932758450508,0.2468429058790207,0.5147912502288818,-0.0705439746379852,0.2575100660324096,0.5482075810432434,-0.068783052265644,0.2315490841865539,0.5309204459190369,-0.0338967740535736,0.2228299975395202,0.5107923150062561,-0.0616321265697479,0.2339090257883072,0.5397160649299622,-0.0702395960688591,0.2450041770935058,0.5636248588562012,-0.0704914405941963
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,4,4,L,4,0.2649508714675903,0.6282626390457153,2.626512468850705e-05,0.2993936836719513,0.6037777662277222,-0.0275871194899082,0.3244828879833221,0.5515204668045044,-0.0386012382805347,0.3389065265655517,0.5036945343017578,-0.0475120469927787,0.3526514172554016,0.4705896079540252,-0.0555125996470451,0.2983714640140533,0.4660050868988037,-0.0304744075983762,0.3046210408210754,0.3970130085945129,-0.0475306883454322,0.3058634102344513,0.3555018603801727,-0.0584287643432617,0.3045631945133209,0.3167199492454529,-0.0668515712022781,0.2735678851604461,0.4690098762512207,-0.0286124814301729,0.2640900015830993,0.392681211233139,-0.0537454634904861,0.255370944738388,0.34671550989151,-0.0683480575680732,0.2474426627159118,0.3071956038475036,-0.0799726918339729,0.253864586353302,0.4903615713119507,-0.0302475616335868,0.2437596917152404,0.4641923904418945,-0.0640802755951881,0.2535754144191742,0.5070489048957825,-0.0720473825931549,0.2634803056716919,0.5408297777175903,-0.0708831399679184,0.2370232790708542,0.5210177302360535,-0.0338074006140232,0.2294312417507171,0.5019991397857666,-0.062351182103157,0.2404411137104034,0.5315239429473877,-0.0718502476811409,0.2507858872413635,0.5556619167327881,-0.0726193860173225
